msg,timestamp,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_multiple,roi_pct,price_ref,risk_note,rationale,indicators_mentioned,market_context,quote,confidence,link
957,2026-08-17 18:49:04,close,BTCUSDT,long,,,,,100,,,,,,closing the BTC long in small profits; the win is that the position survived a near-stop and the win streak continues,,,"Closing BTC here in some profits.
Profits aren't much but what's nice is we survived a SL, the win streak continues!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538937719806369832
958,2026-08-17 18:49:32,update,BTCUSDT,long,63797.1,,,,,,,109.01,64144.9,,"image-only PnL card documenting the BTC long close from MSG 957: entry 63,797.10, exit 64,144.90, +109.01%",,,[IMAGE 309_2026-08-17_184932_1786981767602.png: pnl_share_card | BTCUSDT long entry 63797.1 close 64144.9 ROI 109.01% (closed)],high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538937837674565754
959,2026-08-17 18:50:40,update,BTCUSDT,long,,,,,,,,,,,comment on the just-closed BTC long: went from almost stopped out to a decent TP thanks to the DCA,,,From almost an SL to a decent TP with a DCA in,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1538938122073800835
960,2026-08-17 18:56:16,call,BTCUSDT,short,64200,,,65200,,,,,,Keep 30% for DCA; I'm using half risk because bullish on BTC,"flipping short on BTC at CMP 64.2k with SL 65.2k, but only half risk because he is bullish on BTC; no target given",,he is bullish on BTC,"Shorted BTC

Entry: 64.2k CMP

Keep 30% for DCA

SL @ 65.2k

I'm using half risk because bullish on BTC",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538939531741499603
961,2026-08-17 18:59:39,dca,BTCUSDT,short,,64546,,,,,,,,,DCA level for the BTC short (the 30% held back in the call),,,DCA @ 64546,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538940383520624710
962,2026-08-17 21:51:41,update,BTCUSDT,short,,,,,,,,,,half risk on this one,repeats that members should be on half risk for the BTC short because he is bullish on BTC,,he is bullish on BTC,I hope you guys are using half risk on this one as I said because as I said bullish on BTC,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538983678871343264
963,2026-08-17 22:52:29,close,WLDUSDT,short,0.3552,,,,100,,,83.05,0.3493,,"closing the WLD scalp in profit as planned since he was never going to hold it; card shows entry 0.3552, exit 0.3493, +83.05%",,,"Closing WLD for some profits as I mentioned not planning to hold, just scalping and winning",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538998978224463882
964,2026-08-18 16:32:08,call,ZECUSDT,short,505.2,,"499, 492",517.5,,,,,,,"new ZEC short at CMP 505.2, targets 499-492, SL 517.5",,,"Short ZEC

Entry: 505.2 CMP

TPs: 499-492

SL: 517.5",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539265649090633738
965,2026-08-18 16:37:17,dca,BTCUSDT,short,64300,,,,,,,,,,"BTC short DCA (64546) filled, average entry now 64.3k and the position is in decent profit",,,"BTC DCA filled avg is 64.3k, in decent profits.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539266945411457094
965,2026-08-18 16:37:17,tp_set,BTCUSDT,short,,,63869,,,,,,,,first target for the BTC short set at 63869 (he restates it as 63860 in MSG 966 and corrects it to 63.8k in MSG 967),,,TP @ 63869,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539266945411457094
966,2026-08-18 16:40:34,tp_move,BTCUSDT,short,,,"63860, 63700",,,,,,,,"TP now stated as 63860 (vs 63869 in MSG 965 - he calls this a typing error in MSG 967 and settles on 63.8k), with an extended 63700 only if price breaks down from 63900; the 4h 200 EMA keeps bouncing price and 65k+ is possible",EMA,"4h 200 EMA keeps bouncing price, can go to 65k+","Rn 4h 200 ema keeps bouncing us and we can go to 65k+ from here

I have set TP at 63860, but if we break down from 63900 you can get 63700",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539267767650361376
967,2026-08-18 16:44:46,update,BTCUSDT,short,,,63800,,,,,,,,correcting his own typo: the BTC position is a short and the TP is 63.8k (posted as 63869 in MSG 965 and 63860 in MSG 966),,,Typing error it's a short and 63.8k,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539268826510790696
968,2026-08-18 17:50:14,education,BTCUSDT,,,,,,,,,,,,"teaching point: once EMA 200 is reclaimed it is very hard to break down, expect at least two bounces off it on any timeframe; illustrated with the BTC 4H chart bouncing off the 4H EMA-200 around 63,979",EMA,,"From an educational point of view this is how EMA 200 acts, if it's reclaims, it's very hard to breakdown, you can expect at least 2 bounce from EMA 200 on any time frame",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1539285303523545188
969,2026-08-18 17:50:59,sl_move,BTCUSDT,short,,,,65200,,,,,,,"removing the hard BTC SL and waiting for a 4h close above 65.2k instead, because if he got stopped he would just short again so he refuses to accept the stop here",,,"Removing BTC SL for now will wait a 4h close above 65.2k

Reason is if I get stopped I'll short again so not gonna accept my SL here",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539285492095520788
970,2026-08-18 17:51:51,update,BTCUSDT,short,,,,,,,,,,,BTC short TP missed by $100,,,Hard luck though BTC TP missed by 100$ and ZEC TP missed by 1$,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539285709557338192
970,2026-08-18 17:51:51,update,ZECUSDT,short,,,,,,,,,,,ZEC short TP missed by $1,,,Hard luck though BTC TP missed by 100$ and ZEC TP missed by 1$,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539285709557338192
971,2026-08-19 17:24:43,update,BTCUSDT,short,,,,,,,,,,,BTC short nearly hit TP twice then pumped hard; he feels bad because he said he was bullish yet refused to close,,hard pump,"Got cooked hard today
BTC and ZEC almost missed TP twice and pumped hard

Feeling really bad because I mentioned I'm bullish but still refused to closed.

Sorry guys, everyday can't be green, will bounce back.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539641268177473617
971,2026-08-19 17:24:43,update,ZECUSDT,short,,,,,,,,,,,ZEC short also nearly hit TP twice then pumped hard against him,,hard pump,"Got cooked hard today
BTC and ZEC almost missed TP twice and pumped hard",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539641268177473617
972,2026-08-19 17:26:13,sl_move,BTCUSDT,short,,,,65800,,,,,,,"still holding the BTC short with the soft 4h-close-above-65.2k stop plus a hard SL now at 65.8k, though he doubts it reverses and expects 66-67k tonight/tomorrow",,expects BTC 66-67k by tonight/tomorrow,"I'm still holding BTC with 4h above 65.2k and hard SL at 65.8k but I doubt it reverses now

66-67k by tonight/tomorrow",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539641646487048203
973,2026-08-19 18:02:29,update,BTCUSDT,short,,,,,,,,,,use half size as I'm bullish on BTC,"reminds members he told them to use half size on the BTC short because he is bullish; not surprised by the pump (he called rest of August bullish, BTC to 67-70k on X), admits he got greedy and the TP missed twice by $100",,"BTC bullish, rest of August bullish, 67-70k","If you guys remember while shorting I mentioned to use half size as I'm bullish on BTC

I'm not surprised by this pump, I posted on my X as well BTC is bullish, rest of August is bullish BTC to 67-70k

Just got greedy with the short and to be honest it missed by TP twice by 100$ so not a great feeling rn",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539650773158334524
973,2026-08-19 18:02:29,update,BTCUSDT,long,,,,,,,,5,,,the public BTC spot accumulation is almost 5% up; he corrects this to almost 10% in MSG 975,,,But the SPOT buying is up 5% almost,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539650773158334524
974,2026-08-19 18:05:47,call,HYPEUSDT,short,59.82,,,61.5,,,,,,30% for DCA,"new HYPE short at CMP 59.82; soft SL is a 4h close above 61, hard SL 61.5; 30% held back for DCA; no target given",,,"Shorted HYPE

Entry: 59.82 CMP

30% for DCA

SL 4h above 61 or hard SL @ 61.5",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539651602707644528
975,2026-08-19 18:38:43,update,BTCUSDT,long,,,,,,,,9.43,,,"corrects the figure from MSG 973: the public BTC spot accumulation is almost 10% up (card shows +9.43%), bought right before the pump",,,"Sorry I meant public accumulation almost 10% up, bought right before the pump!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539659891747192934
976,2026-08-19 18:38:59,dca,HYPEUSDT,short,,60.5,,,,,,,60.5,,added the DCA portion (the 30% reserved in the call) to the HYPE short at CMP 60.5,,,DCAed HYPE @ 60.5 CMP,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539659957836841031
977,2026-08-19 18:41:28,stopped_out,,short,,,,,,,,,,,"another stop-loss on a bad day; he does not name the symbol - open shorts at the time were BTC, ZEC and HYPE. Says no more shorting before the white house summit despite being the most bullish guy in the channel",,white house summit ahead,"Another SL, bad day

I'm the most bullish guy here and I'm getting fked in shorts, no more shorting before white house summit",low,https://discord.com/channels/1042855255089623100/1501271173588193290/1539660581777444874
978,2026-08-19 18:56:39,recap,,,,,,,,,,,,,3 stop-losses after a whole month of almost only winning; reassures the channel they will win again,,,"I know we had SLs and it must be hurting rn but we win alot, 3 SLs after a whole month of almost winning we will win again and alot, I promise.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539664403241238568
978,2026-08-19 18:56:39,view,BTCUSDT,,,,,,,,,,63000,,"reposts his 2 Aug tweet (62-65k August chop, small chance of 67-70k later) to argue his August call was accurate while others called August bearish, which is why he bought big spot at 63k (the earlier card showed an average buy of 63,500)",,August called bullish against consensus,"Meanwhile look HOW ACCURATE THIS WAS, everyone else said August is bearish, not me, that's why I bought big at 63k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539664403241238568
979,2026-08-19 22:31:29,chat,HYPEUSDT,,,,,,,,,,,,empty '.' reply that bumps his earlier message recommending HYPE in spot (held since 60); no new trading content,,,.,low,https://discord.com/channels/1042855255089623100/1501271173588193290/1539718470558687402
980,2026-08-19 22:32:58,chat,,,,,,,,,,,,,empty '.' reply bumping his earlier message about buying HYPE heavy since 60 and telling people to buy SOL and HYPE; no new trading content,,,.,low,https://discord.com/channels/1042855255089623100/1501271173588193290/1539718843822383195
981,2026-08-19 22:37:03,update,HYPEUSDT,long,56.23,,,,,,,27.77,,,spot HYPE bought at an average of 56.23 is up 27.77% (he says the HYPE/SOL calls are up nearly 30%); he has been recommending HYPE and SOL for a month and plans to take profit around a new ATH,,,"Been telling you guys to buy HYPE and SOL for a month now, up nearly 30% if you want to take something.

I'll TP around new ATH or so",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539719871208751124
981,2026-08-19 22:37:03,update,SOLUSDT,long,,,,,,,,30.0,,,"spot SOL recommendation also up nearly 30% (the 30% figure covers HYPE and SOL together; only HYPE has a share card); members may take something, he will TP around a new ATH",,,"Been telling you guys to buy HYPE and SOL for a month now, up nearly 30% if you want to take something.

I'll TP around new ATH or so",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1539719871208751124
982,2026-08-20 04:34:21,call,BTCUSDT,long,69280,68700,70200,68369,,,,,,HALF RISK is recommended since we are opening long after quite a pump,"BTC long at CMP with half risk because the long is being opened after quite a pump; alternative entry / DCA zone is 68.7-68.9k (68700-68900, lower bound recorded in dca_price)",,opening long after quite a pump,"Long BTC

Entry: 69280 CMP

TP: 70.2k

SL: 68369

HALF RISK is recommended since we are opening long after quite a pump.
Can take entry from 68.7-68.9k as well or DCA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539809786038845481
983,2026-08-20 04:51:14,view,BTCUSDT,long,,,,,,,,,71000,,"expects BTC 71000-71500 by tomorrow, at the latest by the weekend (lower bound in price_ref), and does not think price returns to the low 60000s before 73000-75000",,bullish BTC continuation after the pump,"Seeing 71-71.5k by tomorrow max by weekend

I don't think they'll give us low 60s before 73-75k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539814034705223720
984,2026-08-20 05:02:49,sl_move,BTCUSDT,long,,,,68420,,,,,,,raises the stop on the BTC long from the 68369 call level to 68420,,,Move SL to 68420,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539816948924162150
984,2026-08-20 05:02:49,tp_move,BTCUSDT,long,,,,,,,1.0,,,,target can be extended so the trade pays 1R after the stop move; he gives no new price so no target level is recorded,,,you can extend TP to make it 1R,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539816948924162150
984,2026-08-20 05:02:49,plan,BTCUSDT,long,,,,,,,,,70000,,"going to sleep soon so he might close the BTC long around 70k, and will update if he does",,,I'm going to sleep in a while so might close it around 70k but will update,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539816948924162150
985,2026-08-20 05:42:58,sl_move,BTCUSDT,long,,,,67500,,,,,,,"optional wider stop at 67.5k for the extended-target version of the BTC long, because he expects BTC to reach 71k",,expects BTC to 71k,"Last thing, as I expect BTC to 71k you can also move your SL to 67.5k and do 71-71.2k as TP",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539827055347113984
985,2026-08-20 05:42:58,tp_move,BTCUSDT,long,,,"71000, 71200",,,,,,,,"extends the target from 70.2k to 71-71.2k for anyone taking the wider-stop variant, since he expects BTC to 71k",,expects BTC to 71k,"Last thing, as I expect BTC to 71k you can also move your SL to 67.5k and do 71-71.2k as TP",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1539827055347113984
